OBJECTID,GEOID,geoname,Stusab,Countyname,State,County,Tract,BLKGRP,Low,Lowmod,Lowmoduniv,Lowmod_pct,SHAPE_Length,SHAPE_Area,Low_vs_Lowmod_pct
163684,410510006011,"Block Group 1, Census Tract 6.01, Multnomah County, Oregon",OR,Multnomah County,41,51,601,1,1115,1520,2200,0.6909,0.0401144600458702,9.31662480200208e-05,65.7513258691809
163685,410510006012,"Block Group 2, Census Tract 6.01, Multnomah County, Oregon",OR,Multnomah County,41,51,601,2,465,530,1040,0.5096,0.0227824417901098,3.11263888525354e-05,64.82797226887138
163686,410510006013,"Block Group 3, Census Tract 6.01, Multnomah County, Oregon",OR,Multnomah County,41,51,601,3,280,445,665,0.6692,0.0410098243904621,6.4402491850551e-05,63.515358361774744
163687,410510006014,"Block Group 4, Census Tract 6.01, Multnomah County, Oregon",OR,Multnomah County,41,51,601,4,510,785,1745,0.4499,0.0283157168052273,4.5316880718913e-05,64.34745030250649
163688,410510006021,"Block Group 1, Census Tract 6.02, Multnomah County, Oregon",OR,Multnomah County,41,51,602,1,500,790,1150,0.687,0.0365152228250279,4.88720845065156e-05,65.7513258691809
163689,410510006022,"Block Group 2, Census Tract 6.02, Multnomah County, Oregon",OR,Multnomah County,41,51,602,2,505,1060,2220,0.4775,0.037150015388536,7.00871787079309e-05,64.82797226887138
163690,410510006023,"Block Group 3, Census Tract 6.02, Multnomah County, Oregon",OR,Multnomah County,41,51,602,3,180,790,1270,0.622,0.0280501964300564,3.26666368220302e-05,63.515358361774744
163691,410510006024,"Block Group 4, Census Tract 6.02, Multnomah County, Oregon",OR,Multnomah County,41,51,602,4,620,920,1280,0.7188,0.028758649586803,3.92425539649802e-05,64.34745030250649
163692,410510007011,"Block Group 1, Census Tract 7.01, Multnomah County, Oregon",OR,Multnomah County,41,51,701,1,640,755,1300,0.5808,0.0332671086487117,5.01749619743999e-05,65.7513258691809
163693,410510007012,"Block Group 2, Census Tract 7.01, Multnomah County, Oregon",OR,Multnomah County,41,51,701,2,380,505,1155,0.4372,0.0304316917567452,3.84513723004766e-05,64.82797226887138
163694,410510007013,"Block Group 3, Census Tract 7.01, Multnomah County, Oregon",OR,Multnomah County,41,51,701,3,520,665,1565,0.4249,0.0327085449663867,4.44880383160894e-05,63.515358361774744
163695,410510007014,"Block Group 4, Census Tract 7.01, Multnomah County, Oregon",OR,Multnomah County,41,51,701,4,160,310,790,0.3924,0.0235735104577817,3.08620448760036e-05,64.34745030250649
163696,410510007021,"Block Group 1, Census Tract 7.02, Multnomah County, Oregon",OR,Multnomah County,41,51,702,1,285,685,995,0.6884,0.0264185172464649,4.28331767425727e-05,65.7513258691809
163697,410510007022,"Block Group 2, Census Tract 7.02, Multnomah County, Oregon",OR,Multnomah County,41,51,702,2,240,420,990,0.4242,0.0271933353206534,4.63714499357668e-05,64.82797226887138
163698,410510007023,"Block Group 3, Census Tract 7.02, Multnomah County, Oregon",OR,Multnomah County,41,51,702,3,410,705,1190,0.5924,0.0246308302650635,3.68785067225332e-05,63.515358361774744
163699,410510007024,"Block Group 4, Census Tract 7.02, Multnomah County, Oregon",OR,Multnomah County,41,51,702,4,405,815,1335,0.6105,0.0240958103876098,3.60288205380035e-05,64.34745030250649
163700,410510008011,"Block Group 1, Census Tract 8.01, Multnomah County, Oregon",OR,Multnomah County,41,51,801,1,180,480,1035,0.4638,0.0291396982482712,4.04207420075301e-05,65.7513258691809
163701,410510008012,"Block Group 2, Census Tract 8.01, Multnomah County, Oregon",OR,Multnomah County,41,51,801,2,545,685,1230,0.5569,0.0320813234519635,5.17621658846692e-05,64.82797226887138
163702,410510008013,"Block Group 3, Census Tract 8.01, Multnomah County, Oregon",OR,Multnomah County,41,51,801,3,215,330,1060,0.3113,0.0259083161962556,3.96395544389216e-05,63.515358361774744
163703,410510008014,"Block Group 4, Census Tract 8.01, Multnomah County, Oregon",OR,Multnomah County,41,51,801,4,365,455,1100,0.4136,0.02834411636005,4.76590121144992e-05,64.34745030250649
163704,410510008021,"Block Group 1, Census Tract 8.02, Multnomah County, Oregon",OR,Multnomah County,41,51,802,1,425,545,1045,0.5215,0.0260998476574919,2.80247663414088e-05,65.7513258691809
163705,410510008022,"Block Group 2, Census Tract 8.02, Multnomah County, Oregon",OR,Multnomah County,41,51,802,2,190,285,760,0.375,0.0282782342170554,2.94035254035103e-05,64.82797226887138
163706,410510008023,"Block Group 3, Census Tract 8.02, Multnomah County, Oregon",OR,Multnomah County,41,51,802,3,330,505,1245,0.4056,0.0341742998818765,4.30656932571068e-05,63.515358361774744
163707,410510008024,"Block Group 4, Census Tract 8.02, Multnomah County, Oregon",OR,Multnomah County,41,51,802,4,665,950,1540,0.6169,0.0346442279997958,5.27575326078749e-05,64.34745030250649
163708,410510009011,"Block Group 1, Census Tract 9.01, Multnomah County, Oregon",OR,Multnomah County,41,51,901,1,360,575,1260,0.4563,0.0249509786468274,3.18255445984274e-05,65.7513258691809
163709,410510009012,"Block Group 2, Census Tract 9.01, Multnomah County, Oregon",OR,Multnomah County,41,51,901,2,380,550,1030,0.534,0.0261500358661203,3.75235770879865e-05,64.82797226887138
163710,410510009013,"Block Group 3, Census Tract 9.01, Multnomah County, Oregon",OR,Multnomah County,41,51,901,3,190,315,885,0.3559,0.0240698615736915,3.1478307056033e-05,63.515358361774744
163711,410510009014,"Block Group 4, Census Tract 9.01, Multnomah County, Oregon",OR,Multnomah County,41,51,901,4,175,250,905,0.2762,0.0233280426523571,2.89404388731017e-05,64.34745030250649
163712,410510009021,"Block Group 1, Census Tract 9.02, Multnomah County, Oregon",OR,Multnomah County,41,51,902,1,975,1455,1785,0.8151,0.0278218601059967,4.72260328076897e-05,65.7513258691809
163713,410510009022,"Block Group 2, Census Tract 9.02, Multnomah County, Oregon",OR,Multnomah County,41,51,902,2,430,675,1090,0.6193,0.0286419405576904,3.68758373499516e-05,64.82797226887138
163714,410510009023,"Block Group 3, Census Tract 9.02, Multnomah County, Oregon",OR,Multnomah County,41,51,902,3,1035,1065,1490,0.7148,0.0249497758554337,3.11982076965982e-05,63.515358361774744
163715,410510010001,"Block Group 1, Census Tract 10, Multnomah County, Oregon",OR,Multnomah County,41,51,1000,1,485,685,970,0.7062,0.0219033399813941,2.87259392489007e-05,65.7513258691809
163716,410510010002,"Block Group 2, Census Tract 10, Multnomah County, Oregon",OR,Multnomah County,41,51,1000,2,435,530,1080,0.4907,0.0469461038955212,0.000114074025558,64.82797226887138
163717,410510010003,"Block Group 3, Census Tract 10, Multnomah County, Oregon",OR,Multnomah County,41,51,1000,3,440,500,1280,0.3906,0.0569041855884907,7.32283789375657e-05,63.515358361774744
163718,410510010004,"Block Group 4, Census Tract 10, Multnomah County, Oregon",OR,Multnomah County,41,51,1000,4,310,400,770,0.5195,0.0234505823526686,2.86805519855681e-05,64.34745030250649
163719,410510010005,"Block Group 5, Census Tract 10, Multnomah County, Oregon",OR,Multnomah County,41,51,1000,5,490,915,1505,0.608,0.0282118033494028,4.59171450999896e-05,62.21060492905153
163720,410510011011,"Block Group 1, Census Tract 11.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1101,1,315,365,435,0.8391,0.0671194121954042,0.0001636118150423,65.7513258691809
163721,410510011012,"Block Group 2, Census Tract 11.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1101,2,750,965,1435,0.6725,0.0223976789189707,2.89389309975582e-05,64.82797226887138
163722,410510011021,"Block Group 1, Census Tract 11.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1102,1,455,600,1590,0.3774,0.0422850894200204,9.55329682726573e-05,65.7513258691809
163723,410510012011,"Block Group 1, Census Tract 12.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1201,1,560,730,990,0.7374,0.0172354336078544,1.86738140634271e-05,65.7513258691809
163724,410510012012,"Block Group 2, Census Tract 12.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1201,2,375,700,885,0.791,0.0213711055700143,2.2749579606396e-05,64.82797226887138
163725,410510012013,"Block Group 3, Census Tract 12.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1201,3,415,725,1045,0.6938,0.0199940987656773,2.05230588519485e-05,63.515358361774744
163726,410510012014,"Block Group 4, Census Tract 12.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1201,4,735,1270,2105,0.6033,0.0295125720387344,4.48682966239483e-05,64.34745030250649
163727,410510012021,"Block Group 1, Census Tract 12.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1202,1,180,280,1185,0.2363,0.0282313781408485,3.75021196965767e-05,65.7513258691809
163728,410510012022,"Block Group 2, Census Tract 12.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1202,2,175,410,1245,0.3293,0.028103653344082,3.79073613144205e-05,64.82797226887138
163729,410510012023,"Block Group 3, Census Tract 12.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1202,3,200,375,1030,0.3641,0.0246094090072072,3.21307298165073e-05,63.515358361774744
163730,410510013011,"Block Group 1, Census Tract 13.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1301,1,270,435,1205,0.361,0.0177768574418037,1.892788707664e-05,65.7513258691809
163731,410510013012,"Block Group 2, Census Tract 13.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1301,2,185,255,565,0.4513,0.0181000356839302,1.94964810268554e-05,64.82797226887138
163732,410510013013,"Block Group 3, Census Tract 13.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1301,3,180,320,965,0.3316,0.0205011932829702,2.41730184587255e-05,63.515358361774744
163733,410510013014,"Block Group 4, Census Tract 13.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1301,4,525,770,1150,0.6696,0.0202961553297565,2.31797218559181e-05,64.34745030250649
163734,410510013021,"Block Group 1, Census Tract 13.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1302,1,170,230,695,0.3309,0.0201283749718346,2.22461722719391e-05,65.7513258691809
163735,410510013022,"Block Group 2, Census Tract 13.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1302,2,60,165,895,0.1844,0.0217447050619104,2.75720435289882e-05,64.82797226887138
163736,410510013023,"Block Group 3, Census Tract 13.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1302,3,185,290,1465,0.198,0.0248334332860029,3.74549348194418e-05,63.515358361774744
163737,410510014001,"Block Group 1, Census Tract 14, Multnomah County, Oregon",OR,Multnomah County,41,51,1400,1,145,415,1130,0.3673,0.0235802224276801,2.9555028810929e-05,65.7513258691809
163738,410510014002,"Block Group 2, Census Tract 14, Multnomah County, Oregon",OR,Multnomah County,41,51,1400,2,260,400,1015,0.3941,0.0298853130434588,3.18358813939534e-05,64.82797226887138
163739,410510014003,"Block Group 3, Census Tract 14, Multnomah County, Oregon",OR,Multnomah County,41,51,1400,3,405,555,1455,0.3814,0.0292949110091507,3.70362067530655e-05,63.515358361774744
163740,410510014004,"Block Group 4, Census Tract 14, Multnomah County, Oregon",OR,Multnomah County,41,51,1400,4,205,230,655,0.3511,0.0187715918929653,2.04140113564342e-05,64.34745030250649
163741,410510014005,"Block Group 5, Census Tract 14, Multnomah County, Oregon",OR,Multnomah County,41,51,1400,5,275,405,775,0.5226,0.0186808586390545,2.11185881306058e-05,62.21060492905153
163742,410510015001,"Block Group 1, Census Tract 15, Multnomah County, Oregon",OR,Multnomah County,41,51,1500,1,155,285,1495,0.1906,0.0323612771944901,5.37490926933793e-05,65.7513258691809
163743,410510015002,"Block Group 2, Census Tract 15, Multnomah County, Oregon",OR,Multnomah County,41,51,1500,2,230,450,1135,0.3965,0.0236983220892948,3.32305072540197e-05,64.82797226887138
163744,410510015003,"Block Group 3, Census Tract 15, Multnomah County, Oregon",OR,Multnomah County,41,51,1500,3,150,165,670,0.2463,0.0205202622902727,2.59637742779287e-05,63.515358361774744
163745,410510016011,"Block Group 1, Census Tract 16.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1601,1,165,205,865,0.237,0.024014442890057,3.51466094494732e-05,65.7513258691809
163746,410510016012,"Block Group 2, Census Tract 16.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1601,2,280,325,635,0.5118,0.0288956304527213,3.26335397314211e-05,64.82797226887138
163747,410510016013,"Block Group 3, Census Tract 16.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1601,3,620,935,1295,0.722,0.0319941534323325,5.28838737544164e-05,63.515358361774744
163748,410510016014,"Block Group 4, Census Tract 16.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1601,4,70,370,870,0.4253,0.0498935161593821,0.0001369815267865,64.34745030250649
163749,410510016015,"Block Group 5, Census Tract 16.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1601,5,60,100,790,0.1266,0.0350146568793451,3.75216779670179e-05,62.21060492905153
163750,410510016016,"Block Group 6, Census Tract 16.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1601,6,30,375,935,0.4011,0.0420084631244099,4.38882514820889e-05,31.25
163751,410510016021,"Block Group 1, Census Tract 16.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1602,1,205,375,775,0.4839,0.0329959826738195,3.90739797920193e-05,65.7513258691809
163752,410510016022,"Block Group 2, Census Tract 16.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1602,2,215,435,930,0.4677,0.0421429913723062,6.22053684214904e-05,64.82797226887138
163753,410510016023,"Block Group 3, Census Tract 16.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1602,3,1020,1110,1535,0.7231,0.0330873737042984,6.10164093026198e-05,63.515358361774744
163754,410510016024,"Block Group 4, Census Tract 16.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1602,4,625,710,1375,0.5164,0.022302107195864,2.95614980049781e-05,64.34745030250649
163755,410510017011,"Block Group 1, Census Tract 17.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1701,1,205,325,490,0.6633,0.023076373767281,2.77228993665058e-05,65.7513258691809
163756,410510017012,"Block Group 2, Census Tract 17.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1701,2,235,530,1325,0.4,0.0258224960184653,4.00349005084707e-05,64.82797226887138
163757,410510017013,"Block Group 3, Census Tract 17.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1701,3,495,495,770,0.6429,0.0227814240577098,2.81287445250784e-05,63.515358361774744
163758,410510017014,"Block Group 4, Census Tract 17.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1701,4,80,320,700,0.4571,0.0227567944746191,2.8338590159631e-05,64.34745030250649
163759,410510017015,"Block Group 5, Census Tract 17.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1701,5,190,280,1010,0.2772,0.0262612393320941,3.73324102395267e-05,62.21060492905153
163760,410510017016,"Block Group 6, Census Tract 17.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1701,6,85,665,950,0.7,0.021068133485139,2.58801026126184e-05,31.25
163761,410510017017,"Block Group 7, Census Tract 17.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1701,7,190,540,1320,0.4091,0.0466316234441632,4.57899186835551e-05,46.06741573033708
163762,410510017021,"Block Group 1, Census Tract 17.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1702,1,945,1365,2090,0.6531,0.0464585478504293,6.69730705971002e-05,65.7513258691809
163763,410510017022,"Block Group 2, Census Tract 17.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1702,2,290,425,980,0.4337,0.0317768573007046,4.44829107653796e-05,64.82797226887138
163764,410510017023,"Block Group 3, Census Tract 17.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1702,3,335,655,1140,0.5746,0.0316905795087933,4.4615821841968e-05,63.515358361774744
163765,410510018011,"Block Group 1, Census Tract 18.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1801,1,485,730,1110,0.6577,0.0463029128705783,3.89739647722208e-05,65.7513258691809
163766,410510018012,"Block Group 2, Census Tract 18.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1801,2,510,830,1535,0.5407,0.0275573397373936,3.50230346701318e-05,64.82797226887138
163767,410510018013,"Block Group 3, Census Tract 18.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1801,3,345,770,1590,0.4843,0.0393785892071148,6.06195493733281e-05,63.515358361774744
163768,410510018021,"Block Group 1, Census Tract 18.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1802,1,555,970,2210,0.4389,0.0561722137720757,7.84098457420536e-05,65.7513258691809
163769,410510018022,"Block Group 2, Census Tract 18.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1802,2,355,635,1345,0.4721,0.0403677421874439,4.63012063361458e-05,64.82797226887138
163770,410510019001,"Block Group 1, Census Tract 19, Multnomah County, Oregon",OR,Multnomah County,41,51,1900,1,120,380,1200,0.3167,0.0279838453473339,4.64626226179379e-05,65.7513258691809
163771,410510019002,"Block Group 2, Census Tract 19, Multnomah County, Oregon",OR,Multnomah County,41,51,1900,2,135,160,1040,0.1538,0.0254928866332518,4.05822577166044e-05,64.82797226887138
163772,410510019003,"Block Group 3, Census Tract 19, Multnomah County, Oregon",OR,Multnomah County,41,51,1900,3,70,220,1180,0.1864,0.0336092637462866,5.89029464653648e-05,63.515358361774744
163773,410510019004,"Block Group 4, Census Tract 19, Multnomah County, Oregon",OR,Multnomah County,41,51,1900,4,90,155,1255,0.1235,0.0340424971962281,6.04808641210811e-05,64.34745030250649
163774,410510020001,"Block Group 1, Census Tract 20, Multnomah County, Oregon",OR,Multnomah County,41,51,2000,1,225,405,660,0.6136,0.0447039619393321,5.3190171483455e-05,65.7513258691809
163775,410510020002,"Block Group 2, Census Tract 20, Multnomah County, Oregon",OR,Multnomah County,41,51,2000,2,205,295,815,0.362,0.0184391189696998,1.98414838046396e-05,64.82797226887138
163776,410510020003,"Block Group 3, Census Tract 20, Multnomah County, Oregon",OR,Multnomah County,41,51,2000,3,290,615,1160,0.5302,0.0227433978117727,2.70005042979665e-05,63.515358361774744
163777,410510020004,"Block Group 4, Census Tract 20, Multnomah County, Oregon",OR,Multnomah County,41,51,2000,4,460,790,1500,0.5267,0.0249969416438421,3.50161580065719e-05,64.34745030250649
163778,410510020005,"Block Group 5, Census Tract 20, Multnomah County, Oregon",OR,Multnomah County,41,51,2000,5,770,1045,1650,0.6333,0.0250566279591806,3.26616776895395e-05,62.21060492905153
163779,410510021001,"Block Group 1, Census Tract 21, Multnomah County, Oregon",OR,Multnomah County,41,51,2100,1,310,490,800,0.6125,0.0699222786652396,0.0001511938851167,65.7513258691809
163780,410510021002,"Block Group 2, Census Tract 21, Multnomah County, Oregon",OR,Multnomah County,41,51,2100,2,580,655,1170,0.5598,0.0329974506479687,4.92631136875865e-05,64.82797226887138
163781,410510022031,"Block Group 1, Census Tract 22.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2203,1,325,455,635,0.7165,0.0458946824301167,8.82282087102477e-05,65.7513258691809
163782,410510022032,"Block Group 2, Census Tract 22.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2203,2,165,225,545,0.4128,0.0248661077695387,2.38859063691145e-05,64.82797226887138
163783,410510022033,"Block Group 3, Census Tract 22.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2203,3,235,315,985,0.3198,0.020466227069494,2.22814695719025e-05,63.515358361774744
163784,410510022034,"Block Group 4, Census Tract 22.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2203,4,600,750,1145,0.655,0.0250842462584112,2.81534855690279e-05,64.34745030250649
163785,410510023031,"Block Group 1, Census Tract 23.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2303,1,410,530,685,0.7737,0.0643468815662077,0.0001575999399342,65.7513258691809
163786,410510023032,"Block Group 2, Census Tract 23.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2303,2,405,655,1285,0.5097,0.0486672454849699,9.51049058751449e-05,64.82797226887138
163787,410510024011,"Block Group 1, Census Tract 24.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2401,1,45,150,1125,0.1333,0.0319283612175925,4.94168694870049e-05,65.7513258691809
163788,410510024012,"Block Group 2, Census Tract 24.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2401,2,45,160,605,0.2645,0.0196302926281197,2.246123390103e-05,64.82797226887138
163789,410510024013,"Block Group 3, Census Tract 24.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2401,3,135,405,1125,0.36,0.021503268737791,2.52189583029826e-05,63.515358361774744
163790,410510024021,"Block Group 1, Census Tract 24.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2402,1,585,700,1010,0.6931,0.0196002380411424,2.20320325325623e-05,65.7513258691809
